gene_id,symbol,name
ENSG00000254339,,
ENSG00000254340,PPP1R3B-AS1,PPP1R3B antisense RNA 1
ENSG00000254343,,
ENSG00000254344,LINC01288,long intergenic non-protein coding RNA 1288
ENSG00000254348,,
ENSG00000254349,MIR2052HG,MIR2052 host gene
ENSG00000254361,,
ENSG00000254363,,
ENSG00000254367,,
ENSG00000254369,HOXA-AS3,HOXA cluster antisense RNA 3
ENSG00000254370,,
ENSG00000254389,RHPN1-AS1,RHPN1 antisense RNA 1
ENSG00000254394,LOC101927141,uncharacterized LOC101927141
ENSG00000254397,,
ENSG00000254400,,
ENSG00000254402,LRRC24,leucine rich repeat containing 24
ENSG00000254405,MSH5-SAPCD1,MSH5-SAPCD1 readthrough (NMD candidate)
ENSG00000254409,,
ENSG00000254413,CHKB-CPT1B,CHKB-CPT1B readthrough (NMD candidate)
ENSG00000254415,SIGLEC14,sialic acid binding Ig like lectin 14
ENSG00000254416,LOC124902752,uncharacterized LOC124902752
ENSG00000254417,LINC02584,long intergenic non-protein coding RNA 2584
ENSG00000254419,,
ENSG00000254428,,
ENSG00000254431,,
ENSG00000254433,AASDHPPT-AS1,AASDHPPT antisense RNA 1
ENSG00000254438,LINC02683,long independently transcribed non-coding RNA 2683
ENSG00000254440,PBOV1,prostate and breast cancer overexpressed 1
ENSG00000254443,LOC124902623,uncharacterized LOC124902623
ENSG00000254444,,
ENSG00000254445,HSPB2-C11orf52,HSPB2-C11orf52 readthrough (NMD candidate)
ENSG00000254447,,
ENSG00000254452,,
ENSG00000254454,RCC2P6,regulator of chromosome condensation 2 pseudogene 6
ENSG00000254459,,
ENSG00000254461,,
ENSG00000254467,,
ENSG00000254469,XNDC1N,"XRCC1 N-terminal domain containing 1, N-terminal like"
ENSG00000254470,AP5B1,adaptor related protein complex 5 subunit beta 1
ENSG00000254473,UBQLN1-AS1,UBQLN1 antisense RNA 1
ENSG00000254477,,
ENSG00000254480,LINC02749,long independently transcribed non-coding RNA 2749
ENSG00000254485,,
ENSG00000254486,LINC02547,long independently transcribed non-coding RNA 2547
ENSG00000254495,,
ENSG00000254501,,
ENSG00000254503,HMGB3P29,high mobility group box 3 pseudogene 29
ENSG00000254505,CHMP4A,charged multivesicular body protein 4A
ENSG00000254506,KIAA1191P2,KIAA1191 pseudogene 2
ENSG00000254518,LINC02750,long intergenic non-protein coding RNA 2750
ENSG00000254519,LOC100507384,uncharacterized LOC100507384
ENSG00000254531,PPP3CA-DT,PPP3CA divergent transcript
ENSG00000254532,ARL14EP-DT,ARL14EP divergent transcript
ENSG00000254535,PABPC4L,poly(A) binding protein cytoplasmic 4 like
ENSG00000254536,,
ENSG00000254547,ANKRD33BP6,ANKRD33B pseudogene 6
ENSG00000254548,,
ENSG00000254551,,
ENSG00000254553,,
ENSG00000254554,ADM-DT,ADM divergent transcript
ENSG00000254560,BBOX1-AS1,BBOX1 antisense RNA 1
ENSG00000254577,,
ENSG00000254578,,
ENSG00000254584,LINC03031,long independently transcribed non-coding RNA 3031
ENSG00000254589,EIF4A2P3,eukaryotic translation initiation factor 4A2 pseudogene 3
ENSG00000254593,OR7E126P,olfactory receptor family 7 subfamily E member 126 pseudogene
ENSG00000254598,CSNK2A3,casein kinase 2 alpha 3
ENSG00000254602,MIR130AHG,MIR130A host gene
ENSG00000254604,,
ENSG00000254605,,
ENSG00000254614,CAPN1-AS1,CAPN1 antisense RNA 1
ENSG00000254620,,
ENSG00000254632,,
ENSG00000254634,SMG1P6,SMG1 pseudogene 6
ENSG00000254635,WAC-AS1,WAC antisense RNA 1
ENSG00000254639,,
ENSG00000254641,,
ENSG00000254648,,
ENSG00000254653,,
ENSG00000254662,,
ENSG00000254663,OR4A11P,olfactory receptor family 4 subfamily A member 11 pseudogene
ENSG00000254664,,
ENSG00000254673,,
ENSG00000254676,,
ENSG00000254681,PKD1P5,"polycystin 1, transient receptor potential channel interacting pseudogene 5"
ENSG00000254682,DHCR7-DT,DHCR7 divergent transcript
ENSG00000254685,FPGT,fucose-1-phosphate guanylyltransferase
ENSG00000254689,LINC02235,long independently transcribed non-coding RNA 2235
ENSG00000254691,,
ENSG00000254692,,
ENSG00000254694,,
ENSG00000254706,,
ENSG00000254713,HNRNPA1P72,heterogeneous nuclear ribonucleoprotein A1 pseudogene 72
ENSG00000254718,LOC101927702,uncharacterized LOC101927702
ENSG00000254721,,
ENSG00000254722,FAM8A2P,"family with sequence similarity 8 member A2, pseudogene"
ENSG00000254726,MEX3A,mex-3 RNA binding family member A
ENSG00000254728,ANKRD33BP2,ANKRD33B pseudogene 2
ENSG00000254732,,
ENSG00000254737,OR10G4,olfactory receptor family 10 subfamily G member 4
ENSG00000254746,LOC105376654,uncharacterized LOC105376654
ENSG00000254748,HNRNPCP8,heterogeneous nuclear ribonucleoprotein C pseudogene 8
ENSG00000254756,,
ENSG00000254759,NAP1L1P1,nucleosome assembly protein 1 like 1 pseudogene 1
ENSG00000254760,SIGLEC10-AS2,SIGLEC10 antisense RNA 2
ENSG00000254768,SLC17A6-DT,SLC17A6 divergent transcript
ENSG00000254772,EEF1G,eukaryotic translation elongation factor 1 gamma
ENSG00000254777,,
ENSG00000254781,GVINP2,"GTPase, very large interferon inducible pseudogene 2"
ENSG00000254783,LOC100289518,immunoglobin superfamily member 21 pseudogene
ENSG00000254788,CKLF-CMTM1,CKLF-CMTM1 readthrough
ENSG00000254793,FDPSP4,farnesyl diphosphate synthase pseudogene 4
ENSG00000254802,,
ENSG00000254804,,
ENSG00000254806,SYS1-DBNDD2,SYS1-DBNDD2 readthrough (NMD candidate)
ENSG00000254812,,
ENSG00000254815,LMNTD2-AS1,LMNTD2 antisense RNA 1
ENSG00000254827,SLC67A1-AS,SLC67A1 antisense RNA
ENSG00000254833,,
ENSG00000254837,LIPT2-AS1,LIPT2 antisense RNA 1
ENSG00000254842,LINC02551,long intergenic non-protein coding RNA 2551
ENSG00000254843,XIAPP2,X-linked inhibitor of apoptosis pseudogene 2
ENSG00000254852,NPIPA2,nuclear pore complex interacting protein family member A2
ENSG00000254854,NECTIN1-DT,NECTIN1 divergent transcript
ENSG00000254855,KLC2-AS1,KLC2 antisense RNA 1
ENSG00000254858,MPV17L2,MPV17 mitochondrial inner membrane protein like 2
ENSG00000254859,,
ENSG00000254860,TMEM9B-AS1,TMEM9B antisense RNA 1
ENSG00000254862,LGR4-AS1,LGR4 antisense RNA 1
ENSG00000254864,,
ENSG00000254872,LINC02688,long independently transcribed non-coding RNA 2688
ENSG00000254873,,
ENSG00000254876,SUGT1P4-STRA6LP,SUGT1P4-STRA6LP readthrough
ENSG00000254885,,
ENSG00000254893,RAP1BL,RAP1B like (pseudogene)
ENSG00000254901,BORCS8,BLOC-1 related complex subunit 8
ENSG00000254907,,
ENSG00000254909,,
ENSG00000254910,,
ENSG00000254911,SCARNA9,small Cajal body-specific RNA 9
ENSG00000254919,,
ENSG00000254929,,
ENSG00000254934,LINC00678,long independently transcribed non-coding RNA 678
ENSG00000254939,LOC643381,zinc finger protein 614 pseudogene
ENSG00000254951,LOC283299,uncharacterized LOC283299
ENSG00000254959,INMT-MINDY4,INMT-MINDY4 readthrough (NMD candidate)
ENSG00000254966,IGSF22-AS1,IGSF22 antisense RNA 1
ENSG00000254968,LINC02763,long independently transcribed non-coding RNA 2763
ENSG00000254971,,
ENSG00000254973,,
ENSG00000254978,ALG1L9P,"ALG1 like 9, pseudogene"
ENSG00000254985,RSF1-IT2,RSF1 intronic transcript 2
ENSG00000254986,DPP3,dipeptidyl peptidase 3
ENSG00000254987,PDGFDDN,PDGFD downstream neighbor
ENSG00000254990,,
ENSG00000254991,,
ENSG00000254995,STX16-NPEPL1,STX16-NPEPL1 readthrough (NMD candidate)
ENSG00000254996,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3 readthrough
ENSG00000254997,KRTAP5-9,keratin associated protein 5-9
ENSG00000254999,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex
ENSG00000255002,LINC02324,long independently transcribed non-coding RNA 2324
ENSG00000255008,LINC02739,long independently transcribed non-coding RNA 2739
ENSG00000255020,TDH-AS1,TDH antisense RNA 1
ENSG00000255021,,
ENSG00000255026,,
ENSG00000255031,,
ENSG00000255036,SUGT1P4-STRA6LP-CCDC180,SUGT1P4-STRA6LP-CCDC180 readthrough
ENSG00000255038,,
ENSG00000255045,NRGN-AS1,NRGN antisense RNA 1
ENSG00000255046,,
ENSG00000255050,,
ENSG00000255052,FAM66D,family with sequence similarity 66 member D
ENSG00000255054,,
ENSG00000255062,TIRAP-AS1,TIRAP antisense RNA 1
ENSG00000255065,,
ENSG00000255071,SAA2-SAA4,SAA2-SAA4 readthrough
ENSG00000255073,ZFP91-CNTF,ZFP91-CNTF readthrough (NMD candidate)
ENSG00000255099,LOC644335,SMG5 nonsense mediated mRNA decay factor pseudogene
ENSG00000255100,TSKU-AS1,TSKU antisense RNA 1
ENSG00000255104,ZNF286A-TBC1D26,ZNF286A-TBC1D26 readthrough (NMD candidate)
ENSG00000255106,RPL7AP79,ribosomal protein L7a pseudogene 79
ENSG00000255108,,
ENSG00000255109,LINC02740,long intergenic non-protein coding RNA 2740
ENSG00000255111,ANKRD33BP5,ANKRD33B pseudogene 5
ENSG00000255112,CHMP1B,charged multivesicular body protein 1B
ENSG00000255118,,
ENSG00000255120,OVOL1-AS1,OVOL1 antisense RNA 1
ENSG00000255121,CENATAC-DT,CENATAC divergent transcript
ENSG00000255126,,
ENSG00000255129,TTC12-DT,TTC12 divergent transcript
ENSG00000255135,EMSY-DT,EMSY divergent transcript
ENSG00000255139,,
ENSG00000255142,,
ENSG00000255148,,
ENSG00000255150,EID3,EP300 interacting inhibitor of differentiation 3
ENSG00000255151,GLYATL1B,glycine-N-acyltransferase like 1B
ENSG00000255153,TOLLIP-DT,TOLLIP divergent transcript
ENSG00000255154,HTD2,hydroxyacyl-thioester dehydratase type 2
ENSG00000255158,,
ENSG00000255159,DENND2B-AS1,DENND2B antisense RNA 1
ENSG00000255165,,
ENSG00000255171,LINC01499,long independently transcribed non-coding RNA 1499
ENSG00000255175,LINC02759,long independently transcribed non-coding RNA 2759
ENSG00000255176,,
ENSG00000255181,CCDC166,coiled-coil domain containing 166
ENSG00000255182,,
ENSG00000255185,PDXDC2P,"pyridoxal dependent decarboxylase domain containing 2, pseudogene"
ENSG00000255192,NANOGP8,Nanog homeobox retrogene P8
ENSG00000255193,LINC02726,long intergenic non-protein coding RNA 2726
ENSG00000255197,SLC39A13-AS1,SLC39A13 antisense RNA 1
ENSG00000255198,SNHG9,small nucleolar RNA host gene 9
ENSG00000255213,NPM1P35,nucleophosmin 1 pseudogene 35
ENSG00000255223,OR5M11,olfactory receptor family 5 subfamily M member 11
ENSG00000255224,,
ENSG00000255226,LINC02690,long intergenic non-protein coding RNA 2690
ENSG00000255229,,
ENSG00000255234,CCDC90B-AS1,CCDC90B antisense RNA 1
ENSG00000255236,CHKA-DT,CHKA divergent transcript
ENSG00000255237,,
ENSG00000255239,TREHP1,trehalase pseudogene 1
ENSG00000255240,GLYATL1-AS1,GLYATL1 antisense RNA 1
ENSG00000255248,MIR100HG,mir-100-let-7a-2-mir-125b-1 cluster host gene
ENSG00000255252,,
ENSG00000255258,LINC02743,long independently transcribed non-coding RNA 2743
ENSG00000255265,TMA16P1,translation machinery associated 16 homolog pseudogene 1
ENSG00000255267,LINC02687,long independently transcribed non-coding RNA 2687
ENSG00000255269,LINC02710,long independently transcribed non-coding RNA 2710
ENSG00000255277,ABCC6P2,ATP binding cassette subfamily C member 6 pseudogene 2
ENSG00000255283,,
ENSG00000255284,GATD1-DT,GATD1 divergent transcript
ENSG00000255292,,
ENSG00000255293,WIZP1,WIZ pseudogene 1
ENSG00000255298,OR8G5,olfactory receptor family 8 subfamily G member 5
ENSG00000255301,,
ENSG00000255302,EID1,EP300 interacting inhibitor of differentiation 1
ENSG00000255305,ANKRD33BP9,ANKRD33B pseudogene 9
ENSG00000255306,GLTC1,glycolysis associated regulator of LDHA post-transcriptional modification 1
ENSG00000255308,CSRP3-AS1,CSRP3 and E2F8 antisense RNA 1
ENSG00000255310,,
ENSG00000255314,LOC101928894,uncharacterized LOC101928894
ENSG00000255320,LOC124902694,uncharacterized LOC124902694
ENSG00000255326,MAP6-AS1,MAP6 antisense RNA 1
ENSG00000255329,H2AZP4,H2A.Z histone pseudogene 4
ENSG00000255337,TMEM123-DT,TMEM123 divergent transcript
ENSG00000255339,,
ENSG00000255343,,
ENSG00000255344,LINC02706,long independently transcribed non-coding RNA 2706
ENSG00000255345,TENM4-AS1,TENM4 antisense RNA 1
ENSG00000255346,NOX5,NADPH oxidase 5
ENSG00000255348,,
ENSG00000255350,MTCO1P15,MT-CO1 pseudogene 15
ENSG00000255355,PATL1-DT,PATL1 divergent transcript
ENSG00000255362,LINC02761,long independently transcribed non-coding RNA 2761
ENSG00000255363,LINC02757,long independently transcribed non-coding RNA 2757
ENSG00000255366,,
ENSG00000255367,LOC101927708,uncharacterized LOC101927708
ENSG00000255375,LOC107984322,uncharacterized LOC107984322
ENSG00000255381,LOC100422399,protein kinase cAMP-dependent type II regulatory subunit beta pseudogene
ENSG00000255384,,
ENSG00000255389,,
ENSG00000255395,,
ENSG00000255397,NASPP1,nuclear autoantigenic sperm protein pseudogene 1
ENSG00000255398,HCAR3,hydroxycarboxylic acid receptor 3
ENSG00000255400,LINC02989,long intergenic non-protein coding RNA 2989
ENSG00000255402,,
ENSG00000255408,PCDHA3,protocadherin alpha 3
ENSG00000255409,RSF1-IT1,RSF1 intronic transcript 1
ENSG00000255411,LINC02548,long independently transcribed non-coding RNA 2548
ENSG00000255418,LINC02718,long intergenic non-protein coding RNA 2718
ENSG00000255422,,
ENSG00000255423,EBLN2,endogenous Bornavirus like nucleoprotein 2
ENSG00000255425,OR8G3,olfactory receptor family 8 subfamily G member 3 (gene/pseudogene)
ENSG00000255427,LINC02707,long intergenic non-protein coding RNA 2707
ENSG00000255432,,
ENSG00000255434,,
ENSG00000255435,TTC36-AS1,TTC36 and KMT2A antisense RNA 1
ENSG00000255438,,
ENSG00000255439,,
ENSG00000255441,SIGLEC10-AS1,SIGLEC10 antisense RNA 1
ENSG00000255443,CD44-AS1,CD44 antisense RNA 1
ENSG00000255445,,
ENSG00000255447,,
ENSG00000255449,,
ENSG00000255450,EEF1A1P47,eukaryotic translation elongation factor 1 alpha 1 pseudogene 47
ENSG00000255455,,
ENSG00000255458,SMIM14-DT,SMIM14 divergent transcript
ENSG00000255462,GALNT18-AS1,GALNT18 antisense RNA 1
ENSG00000255467,,
ENSG00000255468,B4GAT1-DT,B4GAT1 divergent transcript
ENSG00000255471,PRSS23-AS1,PRSS23 antisense RNA 1
ENSG00000255478,,
ENSG00000255487,,
ENSG00000255491,LOC105375743,uncharacterized LOC105375743
ENSG00000255501,CARD18,caspase recruitment domain family member 18
ENSG00000255504,MTMR12P1,MTMR12 pseudogene 1
ENSG00000255508,,
ENSG00000255510,OR8A2P,olfactory receptor family 8 subfamily A member 2 pseudogene
ENSG00000255516,,
ENSG00000255517,DPP3-DT,DPP3 divergent transcript
ENSG00000255521,CD44-DT,CD44 divergent transcript
ENSG00000255524,NPIPB8,nuclear pore complex interacting protein family member B8
ENSG00000255526,NEDD8-MDP1,NEDD8-MDP1 readthrough
ENSG00000255529,POLR2M,RNA polymerase II subunit M
ENSG00000255537,LOC403312,putative uncharacterized protein MGC39545
ENSG00000255545,B3GAT1-DT,B3GAT1 divergent transcript
ENSG00000255553,LINC02733,long intergenic non-protein coding RNA 2733
ENSG00000255559,ZNF252P-AS1,ZNF252P antisense RNA 1
ENSG00000255561,FDXACB1,ferredoxin-fold anticodon binding domain containing 1
ENSG00000255563,,
ENSG00000255566,LOC100420899,mitochondrial ribosomal protein S25 pseudogene
ENSG00000255571,MIR9-3HG,MIR9-3 host gene
ENSG00000255585,,
ENSG00000255587,RAB44,"RAB44, member RAS oncogene family"
ENSG00000255595,LINC02350,long intergenic non-protein coding RNA 2350
ENSG00000255606,LINC02952,long intergenic non-protein coding RNA 2952
ENSG00000255621,,
ENSG00000255622,PCDHB17P,protocadherin beta 17 pseudogene
ENSG00000255624,C10orf88B,C10orf88B (pseudogene)
ENSG00000255629,,
ENSG00000255641,,
ENSG00000255642,PABPC1P4,poly(A) binding protein cytoplasmic 1 pseudogene 4
ENSG00000255647,CETN3-AS1,CETN3 antisense RNA 1
ENSG00000255649,PLBD1-AS2,PLBD1 antisense RNA 2
ENSG00000255650,FAM222A-AS1,FAM222A antisense RNA 1
ENSG00000255652,LINC02963,long independently transcribed non-coding RNA 2963
ENSG00000255655,,
ENSG00000255660,RERG-AS1,RERG antisense RNA 1
ENSG00000255663,,
ENSG00000255666,LINC02700,long intergenic non-protein coding RNA 2700
ENSG00000255686,,
ENSG00000255689,,
ENSG00000255690,TRIL,TLR4 interactor with leucine rich repeats
ENSG00000255693,LINC02389,long independently transcribed non-coding RNA 2389
ENSG00000255710,ISG20L2P2,ISG20L2 pseudogene 2
ENSG00000255717,SNHG1,small nucleolar RNA host gene 1
ENSG00000255727,LINC01489,long intergenic non-protein coding RNA 1489
ENSG00000255730,,
ENSG00000255733,IFNG-AS1,IFNG regulatory antisense RNA 1
ENSG00000255737,AGAP2-AS1,AGAP2 antisense RNA 1
ENSG00000255741,,
ENSG00000255745,LOC124902897,uncharacterized LOC124902897
ENSG00000255753,,
ENSG00000255757,LOC100419932,FGFR1 oncogene partner 2 pseudogene
ENSG00000255760,LINC02422,long independently transcribed non-coding RNA 2422
ENSG00000255769,GOLGA2P10,GOLGA2 pseudogene 10
ENSG00000255774,LINC02747,long independently transcribed non-coding RNA 2747
ENSG00000255794,RMST,rhabdomyosarcoma 2 associated transcript
ENSG00000255804,OR6J1,olfactory receptor family 6 subfamily J member 1
ENSG00000255815,KRT8P11,keratin 8 pseudogene 11
ENSG00000255819,KLRC4-KLRK1,KLRC4-KLRK1 readthrough
ENSG00000255837,TAS2R20,taste 2 receptor member 20
ENSG00000255843,,
ENSG00000255847,,
ENSG00000255850,RXYLT1-AS1,RXYLT1 antisense RNA 1
ENSG00000255851,Metazoa_SRP,Metazoan signal recognition particle RNA
ENSG00000255856,,
ENSG00000255857,PXN-AS1,PXN antisense RNA 1
ENSG00000255867,DENND5B-AS1,DENND5B antisense RNA 1
ENSG00000255871,,
ENSG00000255872,,
ENSG00000255874,PRECSIT,p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript
ENSG00000255875,PABPN1P2,PABPN1 pseudogene 2
ENSG00000255882,,
ENSG00000255893,,
ENSG00000255910,,
ENSG00000255931,,
ENSG00000255933,SFSWAP-AS1,SFSWAP antisense RNA 1
ENSG00000255946,,
ENSG00000255959,,
ENSG00000255960,,
ENSG00000255966,GAPDH-DT,GAPDH divergent transcript
ENSG00000255968,ITPR2-AS2,ITPR2 antisense RNA 2
ENSG00000255974,CYP2A6,cytochrome P450 family 2 subfamily A member 6
ENSG00000255983,,
ENSG00000255991,RPL7AP74,ribosomal protein L7a pseudogene 74
ENSG00000255992,PUS1-AS1,PUS1 antisense RNA 1
ENSG00000256007,ARAP1-AS1,ARAP1 antisense RNA 1
ENSG00000256008,CABP1-DT,CABP1 divergent transcript
ENSG00000256028,,
ENSG00000256029,,
ENSG00000256043,CTSO,cathepsin O
ENSG00000256053,COA8,cytochrome c oxidase assembly factor 8
ENSG00000256056,C12orf71BP,"chromosome 12 open reading frame 71B, pseudogene"
ENSG00000256060,TRAPPC2B,trafficking protein particle complex subunit 2B
ENSG00000256061,DNAAF4,dynein axonemal assembly factor 4
ENSG00000256073,URB1-AS1,URB1 antisense RNA 1 (head to head)
ENSG00000256084,,
ENSG00000256087,ZNF432,zinc finger protein 432
ENSG00000256091,MTRF1LP1,mitochondrial translational release factor 1 like pseudogene 1
ENSG00000256092,SBNO1-AS1,SBNO1 antisense RNA 1
ENSG00000256115,LINC02443,long intergenic non-protein coding RNA 2443
ENSG00000256116,,
ENSG00000256124,LINC01152,long independently transcribed non-coding RNA 1152
ENSG00000256128,LOC100996671,uncharacterized LOC100996671
ENSG00000256139,,
ENSG00000256148,,
ENSG00000256151,ADGRD1-AS1,ADGRD1 antisense RNA 1
ENSG00000256155,LINC02598,long intergenic non-protein coding RNA 2598
ENSG00000256162,SMLR1,small leucine rich protein 1
ENSG00000256167,ATF4P4,activating transcription factor 4 pseudogene 4
ENSG00000256188,TAS2R30,taste 2 receptor member 30
ENSG00000256193,LINC00507,long independently transcribed non-coding RNA 507
ENSG00000256195,LOC101928940,uncharacterized LOC101928940
ENSG00000256196,,
ENSG00000256209,,
ENSG00000256218,,
ENSG00000256223,ZNF10,zinc finger protein 10
ENSG00000256229,ZNF486,zinc finger protein 486
ENSG00000256232,LINC02387,long independently transcribed non-coding RNA 2387
ENSG00000256235,SMIM3,small integral membrane protein 3
ENSG00000256237,,
ENSG00000256238,SUPT16HP1,"SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1"
ENSG00000256249,,
ENSG00000256250,,
ENSG00000256262,USP30-AS1,USP30 antisense RNA 1
ENSG00000256269,HMBS,hydroxymethylbilane synthase
ENSG00000256278,,
ENSG00000256280,ATP5MGP1,ATP synthase membrane subunit g pseudogene 1
ENSG00000256282,MTCH1P2,MTCH1 pseudogene 2
ENSG00000256294,ZNF225,zinc finger protein 225
ENSG00000256299,,
ENSG00000256312,,
ENSG00000256338,RPL41P2,ribosomal protein L41 pseudogene 2
ENSG00000256340,ABCC6P1,ATP binding cassette subfamily C member 6 pseudogene 1
ENSG00000256343,RIMBP2-AS1,RIMBP2 antisense RNA 1
ENSG00000256349,,
ENSG00000256356,HSPA8P5,heat shock protein family A (Hsp70) member 8 pseudogene 5
ENSG00000256357,LOC105370635,uncharacterized LOC105370635
ENSG00000256362,LINC02375,long independently transcribed non-coding RNA 2375
ENSG00000256377,MRPS35-DT,MRPS35 divergent transcript
ENSG00000256381,,
ENSG00000256389,LOC124902888,uncharacterized LOC124902888
ENSG00000256394,ASIC5,acid sensing ion channel subunit family member 5
ENSG00000256407,,
ENSG00000256417,,
ENSG00000256422,LINC02552,long independently transcribed non-coding RNA 2552
ENSG00000256433,,
ENSG00000256436,TAS2R31,taste 2 receptor member 31
ENSG00000256440,,
ENSG00000256443,,
ENSG00000256453,DND1,DND microRNA-mediated repression inhibitor 1
ENSG00000256458,,
ENSG00000256463,SALL3,spalt like transcription factor 3
ENSG00000256464,YWHABP2,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta pseudogene 2
ENSG00000256500,,
ENSG00000256514,,
ENSG00000256525,POLG2,"DNA polymerase gamma 2, accessory subunit"
ENSG00000256537,SMIM10L1,small integral membrane protein 10 like 1
ENSG00000256538,,
ENSG00000256546,LINC02985,long independently transcribed non-coding RNA 2985
ENSG00000256566,,
ENSG00000256569,,
ENSG00000256571,,
ENSG00000256576,LINC02361,long independently transcribed non-coding RNA 2361
ENSG00000256577,SLC6A12-AS1,SLC6A12 antisense RNA 1
ENSG00000256591,,
ENSG00000256596,,
ENSG00000256603,,
ENSG00000256609,HSPB8-AS1,HSPB8 antisense RNA 1
ENSG00000256612,CYP2B7P,"cytochrome P450 family 2 subfamily B member 7, pseudogene"
ENSG00000256615,KCNJ8-AS1,KCNJ8 antisense RNA 1
ENSG00000256625,LOC124902904,liprin-beta-1-like
ENSG00000256628,ZBTB11-AS1,ZBTB11 antisense RNA 1
ENSG00000256633,PDE2A-AS2,PDE2A antisense RNA 2
ENSG00000256637,LINC01965,long intergenic non-protein coding RNA 1965
ENSG00000256642,LINC00273,long independently transcribed non-coding RNA 273
ENSG00000256646,,
ENSG00000256650,RERG-IT1,RERG intronic transcript 1
ENSG00000256654,,
ENSG00000256663,,
ENSG00000256664,,
ENSG00000256671,LIMS4,LIM zinc finger domain containing 4
ENSG00000256683,ZNF350,zinc finger protein 350
ENSG00000256690,STX5-DT,STX5 divergent transcript
ENSG00000256705,,
ENSG00000256713,PGA5,pepsinogen A5
ENSG00000256737,RBBP4P5,RBBP4 pseudogene 5
ENSG00000256742,KDM2B-DT,KDM2B divergent transcript
ENSG00000256751,PLBD1-AS1,PLBD1 antisense RNA 1
ENSG00000256771,ZNF253,zinc finger protein 253
ENSG00000256779,SRSF8BP,"serine and arginine rich splicing factor 8B, pseudogene"
ENSG00000256797,KLRF2,killer cell lectin like receptor F2
ENSG00000256802,LCIIAR,lung cancer immune cell infiltration associated lncRNA
ENSG00000256806,C17orf100,chromosome 17 open reading frame 100
ENSG00000256811,TIALD,transcript inducer of AURKA lysosomal degradation
ENSG00000256825,,
ENSG00000256826,ATP5MFP4,ATP synthase membrane subunit f pseudogene 4
ENSG00000256861,,
ENSG00000256870,SLC5A8,solute carrier family 5 member 8
ENSG00000256884,LOC105370024,uncharacterized LOC105370024
ENSG00000256894,,
ENSG00000256897,,
ENSG00000256906,LINC02419,long intergenic non-protein coding RNA 2419
ENSG00000256940,PPP1R14B-AS1,PPP1R14B antisense RNA 1
ENSG00000256943,GALNT9-AS1,GALNT9 antisense RNA 1
ENSG00000256944,TMEM109-DT,TMEM109 divergent transcript
ENSG00000256948,IQSEC3-AS2,IQSEC3 antisense RNA 2
ENSG00000256950,,
ENSG00000256955,,
ENSG00000256966,,
ENSG00000256967,,
ENSG00000256971,LINC00508,long intergenic non-protein coding RNA 508
ENSG00000256973,,
ENSG00000256980,KHDC1L,KH domain containing 1 like
ENSG00000256982,,
ENSG00000256995,LINC02955,long independently transcribed non-coding RNA 2955
ENSG00000257002,CHRM1-AS1,CHRM1 antisense RNA 1
ENSG00000257008,GPR142,G protein-coupled receptor 142
ENSG00000257017,HP,haptoglobin
ENSG00000257022,,
ENSG00000257023,ETNK1-DT,ETNK1 divergent transcript
ENSG00000257027,,
ENSG00000257038,ARHGEF17-AS1,ARHGEF17 antisense RNA 1
ENSG00000257052,PRPF19-DT,PRPF19 divergent transcript
ENSG00000257058,,
ENSG00000257060,,
ENSG00000257069,KCNK4-CATSPERZ,KCNK4-CATSPERZ readthrough (NMD candidate)
ENSG00000257084,MIR200CHG,MIR200C and MIR141 host gene
ENSG00000257086,,
ENSG00000257093,DENND11,DENN domain containing 11
ENSG00000257097,CLIP1-AS1,CLIP1 antisense RNA 1
ENSG00000257103,LSM14A,LSM14A mRNA processing body assembly factor
ENSG00000257108,NHLRC4,NHL repeat containing 4
ENSG00000257114,LINC02450,long independently transcribed non-coding RNA 2450
ENSG00000257126,FOXG1-AS1,FOXG1 antisense RNA 1
ENSG00000257127,CLLU1,chronic lymphocytic leukemia up-regulated 1
ENSG00000257135,ODC1-DT,ODC1 divergent transcript
ENSG00000257137,LINC02874,long intergenic non-protein coding RNA 2874
ENSG00000257139,LINC02821,long intergenic non-protein coding RNA 2821
ENSG00000257159,,
ENSG00000257165,,
ENSG00000257167,TMPO-AS1,TMPO antisense RNA 1
ENSG00000257171,,
ENSG00000257176,FAR2-AS1,FAR2 antisense RNA 1
ENSG00000257178,,
ENSG00000257181,,
ENSG00000257185,LINC02293,long independently transcribed non-coding RNA 2293
ENSG00000257191,,
ENSG00000257193,LINC02385,long intergenic non-protein coding RNA 2385
ENSG00000257202,,
ENSG00000257218,GATC,glutamyl-tRNA amidotransferase subunit C
ENSG00000257219,LNCOG,lncRNA osteogenesis associated
ENSG00000257221,,
ENSG00000257225,PRICKLE1-AS1,PRICKLE1 antisense RNA 1
ENSG00000257239,,
ENSG00000257241,,
ENSG00000257242,LINC01619,long independently transcribed non-coding RNA 1619
ENSG00000257243,PARK7P1,PARK7 pseudogene 1
ENSG00000257252,,
ENSG00000257259,LINC02388,long independently transcribed non-coding RNA 2388
ENSG00000257261,SLC38A4-AS1,SLC38A4 antisense RNA 1
